MDS,CAPE14,Cost,A-Cost,OCPFH,A-OCPFH,Exclude,Inflation Type,Deflator,Year,TAI,Hours,Family,Included,MAMRO,L1 Code,L2 Code,Full Code,L1 Desc,L2 Desc,Full Desc,T/M/S
MH-53E,5.2 Software Maintenance and Modifications,513229,546569.7551,38852.3997,41284.029,,C,0.939,2017,29,7906,H-53,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,MH-53E
MH-53E,A1.1 Navy Aircraft Count,27,27,38852.3997,41284.029,,None,1,2017,29,7906,H-53,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,MH-53E
MH-53E,A1.2 Marine Aircraft Count,2,2,38852.3997,41284.029,,None,1,2017,29,7906,H-53,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,MH-53E
MH-53E,A2.1 Navy Flying Hours,7906,7906,38852.3997,41284.029,,None,1,2017,29,7906,H-53,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,MH-53E
MH-60R,1.1 Operations Manpower,163348736,175813944.7,13102.14294,13922.15805,,P,0.9291,2017,225,86275,S-70/H-60,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,MH-60R
MH-60R,1.2 Unit-Level Maintenance Manpower,238123184,256294461.3,13102.14294,13922.15805,,P,0.9291,2017,225,86275,S-70/H-60,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,MH-60R
MH-60R,1.3 Other Unit-Level Manpower,56294017,60589836.4,13102.14294,13922.15805,,P,0.9291,2017,225,86275,S-70/H-60,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,MH-60R
MH-60R,2.1 Operating Material,69486816,73835741.15,13102.14294,13922.15805,,M,0.9411,2017,225,86275,S-70/H-60,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,MH-60R
MH-60R,2.3 Temporary Duty,5407440,5820083.952,13102.14294,13922.15805,,P,0.9291,2017,225,86275,S-70/H-60,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,MH-60R
MH-60R,2.4 Transportation,4288838,4567452.609,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,MH-60R
MH-60R,3.1 Consumable Materials and Repair Parts,72496592,77033888,13102.14294,13922.15805,,M,0.9411,2017,225,86275,S-70/H-60,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,MH-60R
MH-60R,3.2 Depot Level Reparables (DLRs),242191048,257924438.8,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),MH-60R
MH-60R,3.3 Intermediate Maintenance (External to Unit-Level),101008966,107570783.8,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),MH-60R
MH-60R,3.4 Depot Maintenance,28288243,30125924.39,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,MH-60R
MH-60R,3.5 Other Maintenance,16412721,17478936.1,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,MH-60R
MH-60R,4.1 System-Specific Training,9949198,10595525.03,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,MH-60R
MH-60R,4.2 Support Equipment Replacement and Repair,1793326,1909825.346,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,MH-60R
MH-60R,4.3 Sustaining/Systems Engineering,2775182,2955465.389,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,MH-60R
MH-60R,4.4 Program Management,9490206,10106715.65,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,MH-60R
MH-60R,4.7 Simulator Operations and Repair,5308098,5652926.518,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,MH-60R
MH-60R,5.1 Hardware Modifications or Modernization,92460957,98467472.84,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,MH-60R
MH-60R,5.2 Software Maintenance and Modifications,11263814,11995542.07,13102.14294,13922.15805,,C,0.939,2017,225,86275,S-70/H-60,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,MH-60R
MH-60R,A1.1 Navy Aircraft Count,225,225,13102.14294,13922.15805,,None,1,2017,225,86275,S-70/H-60,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,MH-60R
MH-60R,A2.1 Navy Flying Hours,86275,86275,13102.14294,13922.15805,,None,1,2017,225,86275,S-70/H-60,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,MH-60R
MH-60S,1.1 Operations Manpower,172863727,186055028.5,13683.17473,14539.55449,,P,0.9291,2017,222,77658,S-70/H-60,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,MH-60S
MH-60S,1.2 Unit-Level Maintenance Manpower,228539256,245979179.9,13683.17473,14539.55449,,P,0.9291,2017,222,77658,S-70/H-60,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,MH-60S
MH-60S,1.3 Other Unit-Level Manpower,65471844,70468027.12,13683.17473,14539.55449,,P,0.9291,2017,222,77658,S-70/H-60,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,MH-60S
MH-60S,2.1 Operating Material,34956310,37144097.33,13683.17473,14539.55449,,M,0.9411,2017,222,77658,S-70/H-60,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,MH-60S
MH-60S,2.3 Temporary Duty,13332835,14350269.08,13683.17473,14539.55449,,P,0.9291,2017,222,77658,S-70/H-60,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,MH-60S
MH-60S,2.4 Transportation,4138027,4406844.515,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,MH-60S
MH-60S,3.1 Consumable Materials and Repair Parts,74070434,78706231.01,13683.17473,14539.55449,,M,0.9411,2017,222,77658,S-70/H-60,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,MH-60S
MH-60S,3.2 Depot Level Reparables (DLRs),189138582,201425539.9,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),MH-60S
MH-60S,3.3 Intermediate Maintenance (External to Unit-Level),80664163,85904326.94,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),MH-60S
MH-60S,3.4 Depot Maintenance,38530699,41033758.25,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,MH-60S
MH-60S,3.5 Other Maintenance,31333362,33368862.62,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,MH-60S
MH-60S,4.1 System-Specific Training,9486215,10102465.39,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,MH-60S
MH-60S,4.2 Support Equipment Replacement and Repair,1769415,1884361.022,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,MH-60S
MH-60S,4.3 Sustaining/Systems Engineering,2738179,2916058.573,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,MH-60S
MH-60S,4.4 Program Management,9363670,9971959.531,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,MH-60S
MH-60S,4.7 Simulator Operations and Repair,3869490,4120862.62,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,MH-60S
MH-60S,5.1 Hardware Modifications or Modernization,91228144,97154572.95,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,MH-60S
MH-60S,5.2 Software Maintenance and Modifications,11113631,11835602.77,13683.17473,14539.55449,,C,0.939,2017,222,77658,S-70/H-60,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,MH-60S
MH-60S,A1.1 Navy Aircraft Count,222,222,13683.17473,14539.55449,,None,1,2017,222,77658,S-70/H-60,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,MH-60S
MH-60S,A2.1 Navy Flying Hours,77658,77658,13683.17473,14539.55449,,None,1,2017,222,77658,S-70/H-60,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,MH-60S
MV-22B,1.1 Operations Manpower,94313312,101510399.3,33007.12838,35072.92357,,P,0.9291,2017,265,40506,V-22,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,MV-22B
MV-22B,1.2 Unit-Level Maintenance Manpower,161222583,173525544.1,33007.12838,35072.92357,,P,0.9291,2017,265,40506,V-22,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,MV-22B
MV-22B,1.3 Other Unit-Level Manpower,32999073,35517245.72,33007.12838,35072.92357,,P,0.9291,2017,265,40506,V-22,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,MV-22B
MV-22B,2.1 Operating Material,44605597,47397297.84,33007.12838,35072.92357,,M,0.9411,2017,265,40506,V-22,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,MV-22B
MV-22B,2.3 Temporary Duty,8327003,8962439.996,33007.12838,35072.92357,,P,0.9291,2017,265,40506,V-22,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,MV-22B
MV-22B,2.4 Transportation,9615556,10240208.73,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,MV-22B
MV-22B,3.1 Consumable Materials and Repair Parts,140765357,149575344.8,33007.12838,35072.92357,,M,0.9411,2017,265,40506,V-22,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,MV-22B
MV-22B,3.2 Depot Level Reparables (DLRs),317656622,338292462.2,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),MV-22B
MV-22B,3.3 Intermediate Maintenance (External to Unit-Level),95816622,102041131,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),MV-22B
MV-22B,3.4 Depot Maintenance,147692130,157286613.4,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,MV-22B
MV-22B,3.5 Other Maintenance,16705958,17791222.58,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,MV-22B
MV-22B,4.1 System-Specific Training,3050544,3248715.655,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,MV-22B
MV-22B,4.2 Support Equipment Replacement and Repair,2264230,2411320.554,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,MV-22B
MV-22B,4.3 Sustaining/Systems Engineering,14134453,15052665.6,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,MV-22B
MV-22B,4.4 Program Management,66318791,70627040.47,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,MV-22B
MV-22B,4.6 Data and Technical Publications,18294206,19482647.5,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,4,4.6,4.6,4.0 Sustaining Support,4.6 Data and Technical Publications,4.6 Data and Technical Publications,MV-22B
MV-22B,4.7 Simulator Operations and Repair,3885765,4138194.888,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,MV-22B
MV-22B,5.1 Hardware Modifications or Modernization,151350401,161182535.7,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,MV-22B
MV-22B,5.2 Software Maintenance and Modifications,7968539,8486197.018,33007.12838,35072.92357,,C,0.939,2017,265,40506,V-22,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,MV-22B
MV-22B,A1.2 Marine Aircraft Count,265,265,33007.12838,35072.92357,,None,1,2017,265,40506,V-22,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,MV-22B
MV-22B,A2.2 Marine Flying Hours,40506,40506,33007.12838,35072.92357,,None,1,2017,265,40506,V-22,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,MV-22B
P-3C,1.1 Operations Manpower,106371926,114489211.1,18621.30825,19786.74769,,P,0.9291,2017,57,36480,P-3,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,P-3C
P-3C,1.2 Unit-Level Maintenance Manpower,85373957,91888878.48,18621.30825,19786.74769,,P,0.9291,2017,57,36480,P-3,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,P-3C
P-3C,1.3 Other Unit-Level Manpower,26125224,28118850.5,18621.30825,19786.74769,,P,0.9291,2017,57,36480,P-3,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,P-3C
P-3C,2.1 Operating Material,98960737,105154326.9,18621.30825,19786.74769,,M,0.9411,2017,57,36480,P-3,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,P-3C
P-3C,2.3 Temporary Duty,17921698,19289310.09,18621.30825,19786.74769,,P,0.9291,2017,57,36480,P-3,FALSE,0,2,2.3,2.3,2.0 Unit Operations,2.3 Temporary Duty,2.3 Temporary Duty,P-3C
P-3C,2.4 Transportation,1589388,1692638.978,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,P-3C
P-3C,3.1 Consumable Materials and Repair Parts,42917133,45603159.07,18621.30825,19786.74769,,M,0.9411,2017,57,36480,P-3,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,P-3C
P-3C,3.2 Depot Level Reparables (DLRs),99830277,106315524,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),P-3C
P-3C,3.3 Intermediate Maintenance (External to Unit-Level),86752070,92387720.98,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),P-3C
P-3C,3.4 Depot Maintenance,35466704,37770717.78,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,P-3C
P-3C,3.5 Other Maintenance,5531616,5890964.856,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,P-3C
P-3C,4.1 System-Specific Training,5332851,5679287.54,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,P-3C
P-3C,4.2 Support Equipment Replacement and Repair,559808,596174.6539,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,P-3C
P-3C,4.3 Sustaining/Systems Engineering,1606161,1710501.597,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,P-3C
P-3C,4.4 Program Management,9290099,9893609.159,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,P-3C
P-3C,4.7 Simulator Operations and Repair,3384664,3604541.001,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,P-3C
P-3C,5.1 Hardware Modifications or Modernization,46012284,49001367.41,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,P-3C
P-3C,5.2 Software Maintenance and Modifications,6278728,6686611.289,18621.30825,19786.74769,,C,0.939,2017,57,36480,P-3,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,P-3C
P-3C,A1.1 Navy Aircraft Count,57,57,18621.30825,19786.74769,,None,1,2017,57,36480,P-3,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,P-3C
P-3C,A2.1 Navy Flying Hours,36480,36480,18621.30825,19786.74769,,None,1,2017,57,36480,P-3,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,P-3C
T-34C,2.1 Operating Material,205793,218672.8297,4733.834053,5030.107377,,M,0.9411,2017,16,2549,T-34,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,T-34C
T-34C,2.4 Transportation,53960,57465.38871,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,2,2.4,2.4,2.0 Unit Operations,2.4 Transportation,2.4 Transportation,T-34C
T-34C,3.1 Consumable Materials and Repair Parts,8997,9560.089257,4733.834053,5030.107377,,M,0.9411,2017,16,2549,T-34,TRUE,Field,3,3.1,3.1,3.0 Maintenance,3.1 Consumable Materials and Repair Parts,3.1 Consumable Materials and Repair Parts,T-34C
T-34C,3.2 Depot Level Reparables (DLRs),347125,369675.1864,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,TRUE,Comps,3,3.2,3.2,3.0 Maintenance,3.2 Depot Level Reparables (DLRs),3.2 Depot Level Reparables (DLRs),T-34C
T-34C,3.3 Intermediate Maintenance (External to Unit-Level),36769,39157.61448,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,TRUE,Field,3,3.3,3.3,3.0 Maintenance,3.3 Intermediate Maintenance (External to Unit-Level),3.3 Intermediate Maintenance (External to Unit-Level),T-34C
T-34C,3.4 Depot Maintenance,5636528,6002692.226,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,TRUE,CLS,3,3.4,3.4,3.0 Maintenance,3.4 Depot Maintenance,3.4 Depot Maintenance,T-34C
T-34C,3.5 Other Maintenance,3715388,3956749.734,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,TRUE,CLS,3,3.5,3.5,3.0 Maintenance,3.5 Other Maintenance,3.5 Other Maintenance,T-34C
T-34C,4.1 System-Specific Training,601,640.0425985,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,4,4.1,4.1,4.0 Sustaining Support,4.1 System-Specific Training,4.1 System-Specific Training,T-34C
T-34C,4.2 Support Equipment Replacement and Repair,128517,136865.8147,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,4,4.2,4.2,4.0 Sustaining Support,4.2 Support Equipment Replacement and Repair,4.2 Support Equipment Replacement and Repair,T-34C
T-34C,4.3 Sustaining/Systems Engineering,19304,20558.04047,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,4,4.3,4.3,4.0 Sustaining Support,4.3 Sustaining/Systems Engineering,4.3 Sustaining/Systems Engineering,T-34C
T-34C,4.4 Program Management,681469,725739.0841,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,4,4.4,4.4,4.0 Sustaining Support,4.4 Program Management,4.4 Program Management,T-34C
T-34C,4.7 Simulator Operations and Repair,7696,8195.953142,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,4,4.7,4.7,4.0 Sustaining Support,4.7 Simulator Operations and Repair,4.7 Simulator Operations and Repair,T-34C
T-34C,5.1 Hardware Modifications or Modernization,1219533,1298757.188,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,5,5.1,5.1,5.0 Continuing System Improvements,5.1 Hardware Modifications or Modernization,5.1 Hardware Modifications or Modernization,T-34C
T-34C,5.2 Software Maintenance and Modifications,4863,5178.913738,4733.834053,5030.107377,,C,0.939,2017,16,2549,T-34,FALSE,0,5,5.2,5.2,5.0 Continuing System Improvements,5.2 Software Maintenance and Modifications,5.2 Software Maintenance and Modifications,T-34C
T-34C,A1.1 Navy Aircraft Count,13,13,4733.834053,5030.107377,,None,1,2017,16,2549,T-34,FALSE,TAI,A1,A1.1,A1.1,A1.0 Total Aircraft Count,A1.1 Navy Aircraft Count,A1.1 Navy Aircraft Count,T-34C
T-34C,A1.2 Marine Aircraft Count,3,3,4733.834053,5030.107377,,None,1,2017,16,2549,T-34,FALSE,TAI,A1,A1.2,A1.2,A1.0 Total Aircraft Count,A1.2 Marine Aircraft Count,A1.2 Marine Aircraft Count,T-34C
T-34C,A2.1 Navy Flying Hours,1253,1253,4733.834053,5030.107377,,None,1,2017,16,2549,T-34,FALSE,Hours,A2,A2.1,A2.1,A2.0 Total Flying Hours,A2.1 Navy Flying Hours,A2.1 Navy Flying Hours,T-34C
T-34C,A2.2 Marine Flying Hours,1296,1296,4733.834053,5030.107377,,None,1,2017,16,2549,T-34,FALSE,Hours,A2,A2.2,A2.2,A2.0 Total Flying Hours,A2.2 Marine Flying Hours,A2.2 Marine Flying Hours,T-34C
T-44A/C,1.1 Operations Manpower,10229022,11009602.84,6852.918584,7281.817643,,P,0.9291,2017,54,22256,King Air,FALSE,0,1,1.1,1.1,1.0 Unit-Level Manpower,1.1 Operations Manpower,1.1 Operations Manpower,T-44C
T-44A/C,1.2 Unit-Level Maintenance Manpower,31734,34155.63448,6852.918584,7281.817643,,P,0.9291,2017,54,22256,King Air,TRUE,Techs,1,1.2,1.2,1.0 Unit-Level Manpower,1.2 Unit-Level Maintenance Manpower,1.2 Unit-Level Maintenance Manpower,T-44C
T-44A/C,1.3 Other Unit-Level Manpower,640040,688881.7135,6852.918584,7281.817643,,P,0.9291,2017,54,22256,King Air,FALSE,0,1,1.3,1.3,1.0 Unit-Level Manpower,1.3 Other Unit-Level Manpower,1.3 Other Unit-Level Manpower,T-44C
T-44A/C,2.1 Operating Material,3297672,3504061.205,6852.918584,7281.817643,,M,0.9411,2017,54,22256,King Air,FALSE,0,2,2.1,2.1,2.0 Unit Operations,2.1 Operating Material,2.1 Operating Material,T-44C
